ID|Committee Name|Statement Due|Due Date|Date Filed|Amount|Status|Reduced|Order Signed|Date Paid|Candidate Last Name|Candidate First Name|Interest Paid
1089|Adrian Smith|CFLA-1|2001-01-02|2001-01-09|$175.00|REDUCED|$0.00|2001-01-24||Smith|Adrian|
1090|Donald Pederson|CFLA-1|2001-01-02|2001-01-11|$225.00|REDUCED|$0.00|2001-01-24||Pederson|Donald|
1091|Merton Dierks|CFLA-1|2001-01-02|2001-01-06|$100.00|REDUCED|$0.00|2001-01-24||Dierks|Merton|
1092|Patrick Bourne|CFLA-1|2001-01-02|2001-01-08|$150.00|REDUCED|$0.00|2001-01-24||Bourne|Patrick|
1094|Chris Abboud|CFLA-1|2001-01-02|2001-01-25|$575.00|REDUCED|$0.00|2000-02-06||||
1095|Care PAC|2000 Post General Campaign Statement|2001-01-16|2001-01-25|$225.00|REDUCED|$0.00|2001-03-12||||
1096|NRA Political Victory Fund|2000 Post General Campaign Statement|2001-01-16|2004-01-24|$200.00|PAID|||2001-02-21|||
1097|Heier for County Commissioner|Report of Late Contribution|2000-11-01|2001-01-12|$3000.00|RED/PAID|$25.00|2001-03-21|2001-03-21|Heier|Bernard|
1098|Committee to Elect Diane Battiato Register of Deeds|2000 Post General Campaign Statement|2001-01-16|2001-01-19|$75.00|PAID|||2001-03-19|Battiato|Diane|
1099|Gardner for NRD Committee|2000 Post General Campaign Statement|2001-01-16|2001-01-24|$200.00|REDUCED|$0.00|2001-03-12||Gardner|Melissa|
1100|Ron Withem|CFLA-1|2001-01-02|2001-01-31|$725.00|REDUCED|$0.00|2001-02-14||Withem|Ron|
1101|Edwards for Legislature|2000 Post General Campaign Statement|2001-01-16|2001-01-23|$175.00|REDUCED|$0.00|2001-03-12||Edwards|Paul|
1102|Erdman for Legislature|Report of Late Contribution|2000-11-06|2001-01-16|$3000.00|RED/PAID|$100.00|2001-04-03|2001-04-03|Erdman|Philip|
1103|Great Plains Rural/Metro PAC|2000 Post General Campaign Statement|2001-01-16|2001-01-30|$350.00|REDUCED|$0.00|2001-03-21||||
1104|NE Equipment Dealers PAC|2000 Post General Campaign Statement|2001-01-16|2001-02-10|$625.00|REDUCED|$0.00|2001-02-20||||
1105|Committee to Elect Thomas Riley|2000 1st Primary Campaign Statement|2000-04-10|2000-11-01|$750.00|PAID|||2001-07-10|Riley|Thomas|
1106|Committee to Elect Thomas Riley|2000 2nd Primary Campaign Statement|2000-05-01|2000-11-01|$750.00|PAID|||2001-07-10|Riley|Thomas|
1107|Committee to Elect Thomas Riley|2000 Post Primary Campaign Statement|2000-06-19|2000-11-01|$750.00|PAID|||2001-07-10|Riley|Thomas|
1108|Committee to Elect Thomas Riley|2000 1st General Campaign Statement|2000-10-10|2000-11-01|$550.00|PAID|||2001-07-10|Riley|Thomas|
1109|Committee to Elect Thomas Riley|2000 2nd General Campaign Statement|2000-10-30|2000-11-01|$50.00|PAID|||2001-07-10|Riley|Thomas|
1110|Committee to Elect Thomas Riley|2000 Post General Campaign Statement|2001-01-16|2001-01-25|$225.00|PAID|||2001-07-10|Riley|Thomas|
1112|Jeffrey Strufing|Report of Independent Expenditure|2000-10-30|2000-11-01|$50.00|REDUCED|$0.00|2001-03-16||||
1113|Pam Brown for Legislature|2000 Annual Campaign Statement|2001-01-31|2001-02-15|$375.00|PAID|||2001-10-04|Brown|Pam|
1114|Colfax County Republican Party|2000 Annual Campaign Statement|2001-01-31|2001-02-12|$300.00|REDUCED|$0.00|2001-09-13||||
1115|Douglas County Republican Party|2000 2nd Primary Campaign Statement|2000-05-01|2000-11-22|$750.00|PAID|||2001-06-26|||
1116|Douglas County Republican Party|2000 Post Primary Campaign Statement|2000-06-19|2000-11-22|$325.00|PAID|||2001-12-31|||
1117|Douglas County Republican Party|2000 1st General Campaign Statement|2000-10-10|2000-11-22|$500.00|PAID|||2002-03-28|paid $250/paid $500||
1118|Douglas County Republican Party|2000 2nd General Campaign Statement|2000-10-30|2000-11-22|$575.00|PAID|||2002-02-25|||
1119|Douglas County Republican Party|2000 Post General Campaign Statement|2001-01-16|2001-01-30|$175.00|PAID|||2002-02-25|||
1120|Elkhorn Citizens Committee for Education|2000 1st General Campaign Statement|2000-10-10|2001-01-30|$750.00|REDUCED|$0.00|2001-03-16||||
1121|Elkhorn Citizens Committee for Education|2000 2nd General Campaign Statement|2000-10-30|2001-01-03|$750.00|REDUCED|$0.00|2001-03-16||||
1122|Elkhorn Citizens Committee for Education|2000 Post General Campaign Statement|2001-01-16|2001-01-30|$350.00|REDUCED|$0.00|2001-03-16||||
1123|Garver for School Board|2001 1st Primary Campaign Statement|2001-03-05|2001-03-06|$25.00|REDUCED|$0.00|2001-04-07||Garver|Jim|
1124|Hall for OPPD|2002 1st Primary Campaign Statement|2002-04-15|2002-04-17|$50.00|PAID|||2002-05-07|Hall|Jeff|$0.00
1125|Chuck Hassebrook for Regent|2000 Post General Campaign Statement|2001-01-16|2001-01-18|$50.00|REDUCED|$0.00|2001-03-16||Hassebrook|Chuck|
1126|Highway Improvement PAC|2000 Post General Campaign Statement|2001-01-16|2001-02-08|$575.00|REDUCED|$0.00|2001-03-05||||
1128|Hurley for Public Service Commission|2000 Post General Campaign Statement|2001-01-16|2001-02-13|$700.00|REDUCED|$0.00|2001-03-02||Hurley|Rich|
1129|Re-Elect Thomas Lynam Sarpy County Surveyor|2000 Annual Campaign Statement|2001-01-31|2001-02-05|$125.00|REDUCED|$0.00|2001-03-12||Lynam|Thomas|
1132|Carol McBride Pirscsh for Douglas County Commissioner|2000 Post General Campaign Statement|2001-01-16|2001-02-06|$525.00|PAID|||2001-06-01|McBride Pirsch|Carol|
1133|F|2000 Annual Campaign Statement|2001-01-31|2001-02-05|$125.00|REDUCED|$0.00|2001-03-21||McCollister|John|
1134|Elect Bill McMullen County Supervisor|2000 1st Primary Campaign Statement|2000-04-10|2001-02-14|$750.00|REDUCED|$0.00|2001-03-21||McMullen|Bill|
1135|Elect Bill McMullen County Supervisor|2000 2nd Primary Campaign Statement|2000-05-01|2001-02-14|$750.00|REDUCED|$0.00|2001-03-21||McMullen|Bill|
1136|Elect Bill McMullen County Supervisor|2000 Post Primary Campaign Statement|2000-06-19|2001-02-14|$750.00|REDUCED|$0.00|2001-03-21||McMullen|Bill|
1137|Elect Bill McMullen County Supervisor|2000 1st General Campaign Statement|2000-10-10|2001-02-14|$750.00|REDUCED|$0.00|2001-03-21||McMullen|Bill|
1138|Elect Bill McMullen County Supervisor|2000 2nd General Campaign Statement|2000-10-30|2001-02-14|$750.00|REDUCED|$0.00|2001-03-21||McMullen|Bill|
1139|Elect Bill McMullen County Supervisor|2000 Post General Campaign Statement|2001-01-16|2001-02-14|$750.00|REDUCED|$0.00|2001-03-21||McMullen|Bill|
1140|Carol McShane for City Council|2000 Annual Campaign Statement|2001-01-31|2001-02-05|$125.00|REDUCED|$0.00|2001-04-17||McShane|Carol|
1141|NE Coalition for the Protection of Marriage Committee|Report of Late Contribution|2000-10-26|2000-11-01|$600.00|REDUCED|$0.00|2002-03-18||||
1142|NE Coalition for the Protection of Marriage Committee|Report of Late Contribution|2000-10-26|2000-11-01|$600.00|REDUCED|$0.00|2002-03-18||||
1143|NE Coalition for the Protection of Marriage Committee|Report of Late Contribution|2000-10-30|2000-11-01|$200.00|REDUCED|$0.00|2002-03-18||||
1144|NE Coalition for the Protection of Marriage Committee|Report of Late Contribution|2000-10-30|2000-11-01|$200.00|REDUCED|$0.00|2002-03-18||||
1145|NE Coalition for the Protection of Marriage Committee|Report of Late Contribution|2000-10-30|2000-11-01|$200.00|REDUCED|$0.00|2002-03-18||||
1146|NE Coalition for the Protection of Marriage Committee|Report of Late Contribution|2000-10-30|2000-11-01|$200.00|REDUCED|$0.00|2002-03-18||||
1147|NE Coalition for the Protection of Marriage Committee|Report of Late Contribution|2000-10-30|2000-11-01|$1000.00|PAID|||2002-05-09|||
1148|NE Coalition for the Protection of Marriage Committee|Report of Late Contribution|2000-10-27|2000-11-01|$500.00|REDUCED|$0.00|2002-03-18||||
1149|NE Coalition for the Protection of  Marriage Committee|Report of Late Contribution|2000-10-26|2000-11-01|$600.00|REDUCED|$0.00|2002-03-18||||
1150|NE Coalition for the Protection of Marriage Committee|Report of Late Contribution|2000-10-27|2000-11-01|$500.00|REDUCED|$0.00|2002-03-18||||
1151|NE Coalition for the Protection of Marriage Committee|Report of Late Contribution|2000-10-26|2000-11-01|$600.00|REDUCED|$0.00|2002-03-18||||
1152|NE Coalition for the Protection of Marriage Committee|Report of Late Contribution|2000-11-08|2000-11-13|$1500.00|PAID|||2002-05-09|||
1153|NE Coalition for the Protection of Marriage Committee|Report of Late Contribution|2000-11-08|2001-01-15|$3000.00|REDUCED|$0.00|2002-03-18||||
1154|NE Coalition for the Protection of Marriage Committee|Report of Late Contribution|2000-11-08|2001-01-15|$3000.00|REDUCED|$0.00|2002-03-18||||
1155|Nebraskans for Choice Campaign Fund|2000 Annual Campaign Statement|2001-01-31|2001-02-15|$375.00|REDUCED|$0.00|2001-03-21||||
1157|The Committee to Elect Chris Rodgers to the Metro Community College Board|2000 Post General Campaign Statement|2001-01-16|2001-01-19|$75.00|PAID|||2001-03-22|Rodgers|Chris|
1158|Schimek2000.com Legislature|2000 Post General Campaign Statement|2001-01-16|2001-01-22|$150.00|PAID|||2001-04-12|Schimek|DiAnna|
1159|Schroeder for Board of Regents|2000 Annual Campaign Statement|2001-01-31|2001-02-09|$225.00|REDUCED|$0.00|2001-04-09||Schroeder|Kent|
1160|Sivick for City Council|Statement of Organization|2001-02-16|2001-02-22|$150.00|PAID|||2001-03-13|Sivick|Robert|
1161|Committee for Re-Election of Rudy Tesar|2000 Annual Campaign Statement|2001-01-31|2001-02-27|$675.00|REDUCED|$0.00|2001-03-21||Tesar|Rudy|
1162|Trimble for Legislature|Report of Late Contribution|2000-11-06|2001-01-17|$3000.00|REDUCED|$0.00|2001-06-04||Trimble|Cleve|
1163|Trimble for Legislature|Report of Late Contribution|2000-10-30|2001-01-17|$3000.00|REDUCED|$0.00|2001-06-04||Trimble|Cleve|
1164|Vote No to Save Lives|Report of Late Contribution|2000-11-02|2001-01-17|$3000.00|REDUCED|$0.00|2001-04-09||||
1165|Vote No to Save Lives|Report of Late Contribution|2000-11-06|2001-01-17|$3000.00|REDUCED|$0.00|2001-04-09||||
1166|Vote No to Save Lives|Report of Late Contribution|2000-11-08|2001-01-17|$3000.00|REDUCED|0.00|2010-04-02||||
1167|Weber for OPPD|2000 Annual Campaign Statement|2001-01-31|2001-02-12|$300.00|REDUCED|$0.00|2001-03-02||Weber|Del|
1168|Friends of Ken Winston|2000 Annual Campaign Statement|2001-01-31|2001-02-06|$150.00|REDUCED|$0.00|2001-03-21||Winston|Ken|
1170|Davis for Education|2000 Post General Campaign Statement|2001-01-16|2001-03-01|$750.00|REDUCED|$0.00|2001-03-23||Davis|John|
1171|First National Bank of Omaha PAC|2001 1st Primary Campaign Statement|2001-03-05|2001-03-21|$400.00|PAID|||2001-04-16|||
1172|Green for OPPD|2000 Annual Campaign Statement|2001-01-31|2001-02-02|$50.00|REDUCED|$0.00|2001-04-17||Green|John|
1173|Ralph Johnson for NPD|2000 Annual Campaign Statement|2001-01-31|2001-02-13|$325.00|REDUCED|$0.00|2001-04-17||Johnson|Ralph|
1174|Rod Johnson for PSC|2000 Annual Campaign Statement|2001-01-31|2001-02-01|$25.00|PAID|||2001-04-09|Johnson|Rod|
1176|NE Democratic Party|Report of Late Contribution|2000-10-30|2001-01-17|$3000.00|REDUCED|$0.00|2001-07-10||||
1177|NE Democratic Party|Report of Late Contribution|2000-10-30|2001-01-17|$3000.00|REDUCED|$0.00|2001-07-10||||
1178|NE Democratic Party|Report of Late Contribution|2000-11-03|2001-01-17|$3000.00|REDUCED|$0.00|2001-07-10||||
1179|NE Democratic Party|Report of Late Contribution|2000-11-06|2001-01-17|$3000.00|REDUCED|$0.00|2001-07-10||||
1180|NE Democratic Party|Report of Late Contribution|2000-11-06|2001-01-17|$3000.00|REDUCED|$0.00|2001-07-10||||
1181|NE Democratic Party|Report of Late Contribution|2000-11-06|2001-01-17|$3000.00|REDUCED|$0.00|2001-07-10||||
1182|NE Democratic Party|Report of Late Contribution|2000-11-06|2001-01-17|$3000.00|REDUCED|$0.00|2001-07-10||||
1183|NE Democratic Party|Report of Late Contribution|2000-11-06|2001-01-17|$3000.00|REDUCED|$0.00|2001-07-10||||
1184|NE Democratic Party|Report of Late Contribution|2000-10-30|2001-01-17|$3000.00|REDUCED|$0.00|2001-07-10||||
1185|NE Democratic Party|Report of Late Contribution|2000-11-06|2001-01-17|$3000.00|REDUCED|$0.00|2001-07-10||||
1186|NE Democratic Party|Report of Late Contribution|2000-10-30|2001-01-17|$3000.00|PAID|||2001-11-28|||$369.77
1187|NE Democratic Party|Report of Late Contribution|2000-10-30|2001-01-17|$3000.00|PAID|||2002-02-27|||
1188|NE Democratic Party|Report of Late Contribution|2000-11-08|2001-01-17|$3000.00|REDUCED|$0.00|2001-07-16||||$0.00
1189|NE Democratic Party|Report of Late Contribution|2000-11-08|2001-01-17|$3000.00|REDUCED|$0.00|2001-07-16||||
1190|NE Democratic Party|Report of Late Contribution|2000-11-08|2001-01-17|$2000.00|PAID||||paid 1,000||
1191|NE Democratic Party|Report of Late Contribution|2000-11-08|2001-01-17|$3000.00|PAID||||||
1192|NE Democratic Party|Report of Late Contribution|2000-10-30|2001-01-17|$3000.00|PAID||||||
1193|NE Democratic Party|Report of Late Contribution|2000-10-30|2001-01-17|$3000.00|PAID||||||
1194|NE Democratic Party|Report of Late Contribution|2000-10-30|2001-01-17|$3000.00|PAID||||||
1195|NE Democratic Party|Report of Late Contribution|2000-10-30|2001-01-17|$3000.00|PAID||||||
1196|NE Democratic Party|Report of Late Contribution|2000-10-30|2001-01-17|$3000.00|PAID||||||
1197|NE Democratic Party|Report of Late Contribution|2000-10-30|2001-01-17|$9500.00|PAID||||||
1198|NE Democratic Party|Report of Late Contribution|2000-11-02|2001-01-17|$3000.00|PAID||||||
1199|NE Democratic Party|Report of Late Contribution|2000-11-03|2001-01-17|$3000.00|PAID||||||
1200|NE Democratic Party|Report of Late Contribution|2000-11-06|2001-01-17|$3000.00|PAID||||||
1201|NE Democratic Party|Report of Late Contribution|2000-11-06|2001-01-17|$3000.00|PAID||||||
1202|NE Democratic Party|Report of Late Contribution|2000-11-08|2001-01-17|$3000.00|PAID||||||
1203|NE Republican Party|Report of Late Contribution|2000-10-30|2000-11-01|$2400.00|PAID|||2002-01-14|||
1204|NE Republican Party|Report of Late Contribution|2000-10-30|2000-11-02|$6500.00|PAID|||2002-01-14|||
1205|NE Republican Party|Report of Late Contribution|2000-11-08|2001-01-16|$3000.00|PAID|||2002-01-14|||
1206|NE Republican Party|Report of Late Contribution|2000-11-08|2001-01-16|$3000.00|PAID|||2002-01-14|||
1207|Nuckolls County Democrats|2000 Annual Campaign Statement|2001-01-31|2001-02-02|$50.00|REDUCED|$0.00|2001-04-17||||
1208|Polk County Democrats|1999 Annual Campaign Statement|2000-01-31|2000-02-22|$550.00|REDUCED|$0.00|2001-04-06||||
1209|Polk County Democrats|2000 Annual Campaign Statement|2001-01-31|2001-02-22|$550.00|REDUCED|$0.00|2001-04-06||||
1210|Saunders County Republicans|2000 1st General Campaign Statement|2000-10-10|2001-01-17|$750.00|REDUCED|$0.00|2001-05-08||||
1211|Saunders County Republicans|2000 2nd General Campaign Statement|2000-10-30|2001-01-17|$750.00|REDUCED|$0.00|2001-05-08||||
564|Douglas County Republican Party|96 Annual Campaign Statement|1997-01-31|1997-02-11|$110.00|PAID||||||
565|Gage County Republican Party|96 Annual Campaign Statement|1997-01-31|1997-02-18|$180.00|REDUCED|$0.00|1997-04-09||||
566|Gage County Republican Party|97 Annual Campaign Statement|1998-02-02|1998-03-30|$300.00|RED/PAID|$10.00|1998-04-29|1998-04-29|||
1216|Carol McBride Pirsch for Douglas County Board|2000 Post General Campaign Statement|2001-01-16|2001-02-06|$525.00|REDUCED|$0.00|2001-04-17||McBride Pirsch|Carol|$0.00
1217|Dan Welch for City Council|2001 2nd Primary Campaign Statement|2001-03-26|2001-04-04|$200.00|PAID|||2002-04-29|Welch|Dan|$0.00
1218|Werner for City Council|2001 2nd Primary Campaign Statement|2001-03-26|2001-03-28|$50.00|REDUCED|$0.00|2001-04-16||Werner|Terry|$0.00
1219|Dennis Rasmussen|Report of Earmarked Contribution|2001-03-08|2001-03-29|$525.00|REDUCED|$0.00|2001-04-17||||$0.00
1220|Citizens for Shoecraft|2001 2nd General Campaign Statement|2001-04-23|2001-05-04|$275.00|PAID|||2002-08-02|Shoecraft|Jerry|$26.23
1221|Dan Welch for City Council|2001 2nd General Campaign Statement|2001-05-07|2001-05-09|$25.00|PAID|||2002-04-29|Welch|Dan|$0.00
1222|Citizens for Quality Growth|Report of Late Contribution|2001-02-22|2001-04-09|$3000.00|REDUCED|$0.00|2001-05-10||||$0.00
1223|The Elephant Club PAC|2001 2nd Primary Election Campaign Statement|1990-03-26|2001-04-05|$250.00|PAID|||2001-05-15|||$0.00
1224|Dan Pittman for Assessor|2000 Annual Campaign Statement|2001-01-31|2001-02-12|$300.00|PAID|||2001-05-15|Pittman|Dan|$0.00
1225|Retail PAC|2001 1st Primary Campaign Statement|2001-03-05|2001-04-20|$750.00|PAID|||2001-06-22|||$0.00
1226|Retail PAC|2001 2nd Primary Campaign Statement|2001-03-26|2001-04-20|$625.00|PAID|||2001-06-22|||$0.00
1227|Citizens for Robak|2000 Annual Campaign Statement|2001-01-31|2001-02-01|$25.00|REDUCED|$0.00|2001-05-10||Robak|Kim|$0.00
1228|Witek for Auditor|2000 Annual Campaign Statement|2001-01-31|2001-02-02|$50.00|REDUCED|$0.00|2001-05-10||Witek|Kate|$0.00
1229|Bauer for Education|Report of Late Contribution|2000-11-08|2001-01-16|$3000.00|REDUCED|$0.00|2001-05-25||Bauer|John|$0.00
1230|NE Republican Party|2001 2nd General Campaign Statement|2001-05-07|2001-05-08|$25.00|PAID|||2001-06-27|||
1231|Wells Fargo State PAC|2001 2nd Primary Campaign Statement|2001-04-23|2001-05-02|$225.00|PAID|||2001-05-23|||$0.00
1232|Winstrom for City Council|Report of Late Contribution|2001-03-30|2001-04-16|$1700.00|REDUCED|$0.00|2001-11-28||Winstrom|Andrew|$0.00
1233|Winstrom for City Council|Report of Late Contribution|2001-03-30|2001-04-16|$1700.00|REDUCED|$0.00|2001-11-28||Winstrom|Andrew|$0.00
1234|NE Telephone Association|Report of Earmarked Contribution|1998-10-19|1998-10-26|$70.00|REDUCED|$0.00|2001-05-17||||$0.00
1235|NE Telephone Association|Report of Earmarked Contribution|1998-10-19|1998-10-26|$70.00|REDUCED|$0.00|2001-05-17||||$0.00
1236|NE Telephone Association|Report of Earmarked Contribution|1998-10-19|1998-10-26|$70.00|REDUCED|$0.00|2001-05-17||||$0.00
1237|NE Telephone Association|Report of Earmarked Contribution|1998-10-19|1998-10-26|$70.00|REDUCED|$0.00|2001-05-17||||$0.00
1238|NE Telephone Association|Report of Earmarked Contribution|1998-10-19|1998-10-26|$70.00|REDUCED|$0.00|2001-05-17||||$0.00
1239|NE Telephone Association|Report of Earmarked Contribution|1998-10-19|1998-10-26|$70.00|REDUCED|$0.00|2001-05-17||||$0.00
1240|NE Telephone  Association|Report of Earmarked Contribution|1998-10-19|1998-10-26|$70.00|PAID|||2001-06-01|||
1243|Michael G. Fahey for Mayor|Report of Late Contribution|2001-03-22|2001-03-26|$400.00|REDUCED|$0.00|2001-06-26||Fahey|Michael|$0.00
1244|Friends of Daub for Mayor|Report of Late Contribution|2001-03-26|2001-03-29|$300.00|REDUCED|$0.00|2002-01-04||Daub|Hal|$0.00
1245|Friends of Daub for Mayor|Report of Late Contribution|2001-03-26|2001-03-29|$500.00|PAID|||2002-03-19|Daub|Hal|$0.00
1246|Friends of Daub for Mayor|Report of Late Contribution|2001-03-30|2001-05-08|$3000.00|REDUCED|$0.00|2002-01-04||Daub|Hal|$0.00
1247|Friends of Daub for Mayor|Report of Late Contribution|2001-04-03|2001-05-08|$2900.00|REDUCED|$0.00|2002-01-04||Daub|Hal|$0.00
1248|Friends of Daub for Mayor|Report of Late Contribution|2001-03-26|2001-05-08|$3000.00|REDUCED|$0.00|2002-01-04||Daub|Hal|$0.00
1249|Friends of Daub for Mayor|Report of Late Contribution|2001-03-29|2001-05-08|$3000.00|REDUCED|$0.00|2002-01-04||Daub|Hal|$0.00
1250|Friends of Daub for Mayor|Report of Late Contribution|2001-03-29|2001-05-08|$3000.00|REDUCED|$0.00|2002-01-04||Daub|Hal|$0.00
1252|Committee to Elect Bob Dempsey|20001 Post Primary Campaign Statement|2001-05-14|2001-05-17|$75.00|REDUCED|$0.00|2001-06-11||Dempsey|Bob|$0.00
1253|Metron Omaha Builders Association PAC|2001 2nd Primary Campaign Statement|2001-03-26|2001-05-16|$750.00|REDUCED|$0.00|2001-06-05||||
1254|Metro Omaha Builders Association PAC|2001 2nd General Campaign Statement|2001-05-07|2001-05-16|$225.00|PAID|||2001-07-05|||
1255|Committee to Elect Jim Vokal|Report of Late Contribution|2001-03-29|2001-05-07|$3000.00|REDUCED|$0.00|2001-07-09||Vokal|Jim|$0.00
1256|Committee to Elect Jim Vokal|Report of Late Contribution|2001-03-22|2001-03-28|$600.00|REDUCED|$0.00|2001-07-09||Vokal|Jim|$0.00
1257|Coleman for Council|2001 Post General Campaign Statement|2001-06-11|2001-06-28|$425.00|PAID|||2001-06-28|Coleman|Don|$0.00
