Committee ID Number|Committee Name|Committee Address|Committee City|Committee State|Committee Zip|Committee Type|Date Received|Postmark Date|Nature Of Filing|Ballot Question|Oppose Ballot Question|Ballot Type|Date over Theshold|Acronym|Separate Seg Political Fund ID|Separate Segregated Political Fund Name|SSPF Address|SSPF City|SSPF State|SSPF Zip|SSPF Type|Date Dissolved|Date of Next Election|Election Type|Won General|Won Primary
15PPC00071|DAKOTA COUNTY DEMOCRATIC CENTRAL COMMITTEE (NR) |P.O. BOX 521 (NOT REGISTERED)|DAKOTA CITY|NE|68731|T|9999-01-15|9999-12-31|I|||O|9999-12-31|||||||||||||
99PPC00016|DAKOTA COUNTY DEMOCRATIC PARTY (DISSOLVED)|2121 MAPLE STREET,|DAKOTA CITY|NE|68731|T|1978-10-10|1978-10-10|I||0|I|1978-10-10|||||||||1999-10-28|1998-11-01|P||
99PPC00017|DAKOTA COUNTY REPUBLICAN CENTRAL COMMITTEE(DISSOLV|P.O. BOX 323|SOUTH SIOUX CITY |NE|68776|T|1977-09-08|1977-09-08|I||0|I|1977-09-08|||||||||2008-03-28|2006-11-07|G||
99CAC00044|DALE HALL FOR COUNTY COMMISSIONER (DISSOLVED)|1813 250TH STREET,|ELMWOOD|NE|68349|C|1998-04-23|1998-04-23|I||0| |1998-04-23|       |          |||||||1998-12-11|1998-05-04|P|0|0
99CAC00349|DALE YOUNG FOR CITY COUNCIL COMMITTEE (DISSOLVED)|2627 PARK AVENUE,|LINCOLN|NE|68502|C|1991-03-20|1991-03-20|I||0|I|1991-03-20|       |          |||||||1999-07-01|1995-11-04|G|0|0
13CAC01820|DALLAS JONES FOR LEGISLATURE (DISSOLVED)|1900 S. 25TH STREET|LINCOLN|NE|68502|C|2013-08-07|2013-08-06|I||||2013-08-06|||||||||2015-12-03|2014-11-04|G||1
15CAC02112|DAN ESCH FOR COUNTY CLERK|1501 JACKSON STREET #311 |OMAHA|NE|68102|C|2015-12-07|2015-12-04|||||2015-12-04||||||||||2016-05-10|P||1
12CAC01721|DAN HENRY FOR CASS COUNTY COMMISSIONER DIST 4 (NR)|906 SANDHILL ROAD|LOUISVILLE|NE|68037|C|2012-10-12||I||||1900-01-01||||||||||2012-11-06|G||
99CAC00279|DAN LYNCH FOR LEGISLATURE|980 COUNTRY ROAD, RR2 LOT T-5|FREMONT |NE|68025|C|1984-04-09|1984-04-09|I||0|I|1984-04-09|       |          |||||||2002-01-31|2000-11-07|G|0|1
09CAC01343|DAN MENKE FOR BENNINGTON CITY COUNCIL #2 (NR)|NOT A REGISTERED COMMITTEE|PLATTSMOUTH|NE|68048|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||9999-12-31|P||
99CAC00354|DAN PITTMAN FOR SARPY COUNTY ASSESSOR|102 CONCORD CIRCLE|PAPILLION|NE|68046|C|1998-09-03|1998-09-03|I||0|I|1998-09-03|       |          |||||||1900-01-01|2002-11-05|P|0|1
15CAC02090|DAN QUICK FOR LEGISLATURE|1019 KENNEDY DRIVE|GRAND ISLAND|NE|68803|C|2015-07-24|2015-07-22|I||||2015-07-17||||||||||2016-05-10|G||1
09CAC01356|DAN SCHLITT FOR NRD (NOT REGISTERED)|NOT REGISTERED|LINCOLN|NE|68508|C|1900-01-01|1900-01-01|I||||1900-01-01||||||||||2008-11-04|G||
15CAC02037|DAN SPRAY FOR CITY COUNCIL (NOT REGISTERED)|105 WOODCREST (NOT A REGISTERED COMMITTEE)|NORFOLK|NE|68701|C|9999-12-31||||||9999-12-31|||||||||||||
99CAC00548|DAN WELCH FOR CITY COUNCIL|1299 FARNAM ST, STE 1220||| 68102|C|2001-02-12|2001-02-08|I||0|I|2001-02-01|||||||||2013-01-31|2001-04-03|G|1|1
12CAC01693|DAN WELCH FOR MAYOR|1299 FARNAM STREET, SUITE 1220|OMAHA|NE|68102|C|2012-07-16|2012-07-13|I||||2012-07-12||||||||||2013-04-02|P||
14CAC01939|DANA BLAKELY FOR WESTSIDE SCHOOL BOARD (NR)|15154 WHITMORE CIRLCE|BENNINGTON|NE|68007|C|1900-01-01|1900-01-01|I||||1900-01-01||||||||||2014-05-13|P||
99CAC00557|DANEK FOR DISTRICT #1|4261 KNOX STREET|LINCOLN|NE|68504|C|2001-03-26|2001-03-24|I||0|I|2001-03-20||||||||||2009-05-05|P||
10CAC01449|DANIEL CHRISTENSEN-BENNINGTON DIST. 59 (NR)|NOT A REGISTERED COMMITTEE|OMAHA|NE|68117|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||9999-12-31|P||
10CAC01471|DANIEL EBERS COUNTY TREASURER (NOT REGISTERED)||LINCOLN|NE|68505|C|1999-01-01|1999-01-01|I||||1999-01-01||||||||||2010-05-11|||
09CAC01330|DANIEL TRERICE FOR LEARNING COUNCIL #1 (NR)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68508|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||9999-12-31|P||
08CAC01173|DANIEL TRUMAN BARROWS (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68508|C|1900-01-01|1900-01-01|I||||2008-08-15||||||||||2008-01-01|G||
14CAC01910|DANNY KLUTHE NPPD BOARD(NOT REGISTERED)|NOT REGISTERED COMMITTEE|DODGE|NE|68633|C|2014-04-14||||||9999-12-31|||||||||||||
12CAC01735|DANYELLE BARATTA FOR OPS #8 (NOT REGISTERED)|UNKNOWN|OMAHA |NE|68114|C|1900-01-01|1900-01-01|I||||1900-01-01||||||||||2912-11-06|||
13CAC01801|DANYELLE BARATTA FOR SCHOOL BOARD (NOT REGISTERED)|564 GREEN|ZIP NOT VALID|NE|00001|C|1900-01-01|1900-01-01|I||||1900-01-01|||||||||||||
12CAC01614|DARL NAUMANN FOR LANCASTER COUNTY BOARD(DISSOLVED)|1035 SOUTH 35TH STREET|LINCOLN|NE|68510|C|2012-01-25|2012-01-25|I||||2012-01-18|||||||||2015-07-01|2012-11-15|G||1
09CAC01345|DARREN SIEKMAN FOR BENNINGTON BOARD OF ED #59 (NR)|NOT A REGISTERED COMMITTEE|PLATTSMOUTH|NE|68048|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||9999-12-31|P||
08CAC01150|DAUB FOR MAYOR 2009 |10730 PACIFIC STREET SUITE 242|OMAHA |NE|68114|C|2008-05-14|2008-05-13|I||||2008-05-15|||||||||2010-02-02|2009-04-07|P||
10CAC01484|DAVE ANDERSON FOR MILLARD PUBLIC SCHOOL BOARD (NR)|NOT A REGISTERED COMMITTEE|OMAHA|NE|68137|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||9999-11-02|G||
99CAC00594|DAVE BIBA FOR LEGISLATURE DISTRICT 32|321 S MAIN STS PO BOX 905|WILBER|NE|68465|C|2002-04-04|2002-04-03|I||0|I|2002-04-03||99IRC00278||||||R|2003-02-03|2002-11-05|G|0|1
11CAC01555|DAVE BLOOMFIELD FOR LEGISLATURE |56242 851 RD|HOSKINS|NE|68740|C|2011-04-14|2011-04-14|||||2011-04-06||||||||||2012-11-06|G|1|1
99CAC00048|DAVE HEINEMAN FOR STATE TREASURER|2427 East 10th Street,|FREMONT |NE|68025|C|1994-01-21|1994-01-21|I||0|I|1994-01-21|       |          |||||||2001-12-07|1998-05-04|P|0|0
99CAC00059|DAVE MAURSTAD FOR LT. GOVERNOR|609 ELK STREET; PO BOX 727|BEATRICE |NE|68310|C|1994-01-14|1994-01-14|I||0|I|1994-01-14||||||||||1998-05-04|G|1|1
10CAC01520|DAVE NEWELL FOR LEARNING COMM. (NR)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68509|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||9999-12-31|G||
06CAC00874|DAVE PETERSEN FOR COUNTY COMMISSIONER (NR)|NOT A REGISTERED COMMITTEE|MILLER|NE|68858|C|2006-04-27||||||9999-12-31|||||||||||||
08CAC01233|DAVE ZIOLA G.I. CITY COUNCIL(NOT REGISTERED)|1925 W 11TH AVE|GRAND ISLAND|NE|68803|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||2008-11-04|||
12CAC01679|DAVID A. HALVORSEN FOR COUNTY COMMISSIONER(DISSOLV|9920 VAN DORN ST|LINCOLN|NE|68520|C|2012-05-04|2012-06-19|I||||2012-05-02|||||||||2012-06-20|2012-05-15|P||
12CAC01631|DAVID COPPLE FOR REGENT|3405 ROLLING HILLS DRIVE|NORFOLK|NE|68701|C|2012-03-14||I||||2012-03-06|||||||||2012-12-19|2012-11-08|G||1
12CAC01632|DAVID CORBIN FOR OPPD|1002 NORTH 49TH ST|OMAHA|NE|68132|C|2012-03-16|2012-07-05|I||||2012-03-09|||||||||2012-07-09|2012-05-15|||
99CAC00525|DAVID FRIEND FOR MUD (DISSOLVED)|4804 N 142ND STREET|OMAHA|NE|68164|C|2000-10-13|2000-10-13|I||0|I|2000-09-02||99IRC00187||||||R|2004-06-01|2000-11-07|P|1|0
99CAC00484|DAVID FRIEND FOR MUD BOARD (DISSOLVED)|123 ANYHWERE|OMAHA |NE|68114|C|1978-01-01|1978-01-01|I||0|I|1978-01-01||99IRC00130||||||R|1978-01-01|2000-05-09|P|0|0
08CAC01306|DAVID GULIZIA FOR GRETNA SCHOOL BOARD (NR)|NOT A REGISTERED COMMITTEE|ZIP NOT VALID|NE|68125|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||2008-01-01|P||
05CAC00761|DAVID HAHN FOR GOVERNOR|P. O. BOX 83672|LINCOLN|NE|68501|C|2005-12-08|2005-12-08|I||||2005-12-08||||||||||2006-05-09|P||
99CAC00319|DAVID HUNTER FOR CITY COUNCIL|P.O. Box 85355,|LINCOLN|NE|68501|C|1997-02-28|1997-02-28|I||0| |1997-02-28|       |          |||||||1999-01-21|1997-11-04|G|0|0
06CAC00946|DAVID KLUG FOR NRD (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|MILLER|NE|68858|C|2006-09-18|2006-09-15|I||||9999-12-31|||||||||||||
10CAC01473|DAVID LANDIS FOR NRD (NOT REGISTERED)||LINCOLN|NE|68508|C|1999-01-01|1999-01-01|I||||1999-01-01||||||||||2010-05-11|||
08CAC01277|DAVID SANBORN FOR BELLEVUE CITY COUNCIL (NR)|NOT A REGISTERED COMMITTEE|LYONS|NE|68038|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||2008-01-01|P||
08CAC01280|DAVID WEES FOR BELLEVUE CITY COUNCIL (NR)|NOT A REGISTERED COMMITTEE|LYONS|NE|68038|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||2008-01-01|P||
10CAC01522|DAVID WILKEN FOR LEARNING COMM (NR)|NOT  A REGISTERED COMMITTEE|LINCOLN|NE|68509|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||9999-12-31|G||
99CAC00346|DAVID WOODKE FOR 66 SCHOOL BOARD|2120 South 72nd Street, #800,|OMAHA|NE|68124|C|1996-03-18|1996-03-18|I||0|I|1996-03-18|       |          |||||||1999-05-06|1996-05-04|P|0|0
99CAC00476|DAVIS FOR EDUCATION|1116 S 2ND ST STE 101|NEBRASKA CITY|NE|68410|C|2000-04-26|2000-04-26|I||0|I|1900-04-27||99IRC00121||||||R|2001-03-01|2000-11-07|G|0|1
12CAC01740|DAWN STOCK FOR BOARD OF EDUCATION #37 (NR)|UNKNOWN|GRETNA|NE|68028|C|1900-01-01|1900-01-01|I||||1900-01-01||||||||||2012-11-06|||
99PPC00018|DAWSON COUNTY DEMOCRATS|PO BOX 472|GOTHENBURG|NE|69138|T|1978-06-01|1978-06-01|I||0|I|1978-06-01|       |          |||||||2000-08-30|2000-05-04|P|0|0
99PPC00019|DAWSON COUNTY REPUBLICAN CENTRAL COMMITTEE(DISSOLV|42971 ROAD 752|LEXINGTON|NE|68850|T|1977-08-24|1977-08-24|I||0|I|1977-08-24|||||||||2011-03-25|2000-05-04|P||
99PAC00020|DEALER PAC|701 South 13th Street, P.O. Box 95023|LINCOLN|NE|68509|S|1999-05-04|1977-07-29|E||0|I|1977-07-29||||||||||2012-11-08|G||
10CAC01455|DEB FOR LEGISLATURE|26485 CO RD 28|ARLINGTON|NE|68002|C|2010-05-04|2010-05-04|I||||2010-04-30|||||||||2010-06-16|2010-05-11|P||
15CAC02063|DEB GERCH FOR RALSTON SCHOOL BOARD (NR)|NOT A REGISTERED COMMITTEE|OMAHA |NE|68127|C|9999-12-31||||||9999-12-31|||||||||||||
14CAC01904|DEB STHUCLIK FOR REGISTER OF DEEDS (NOT REGISTERED|1212 NORTH FILLMORE STREET|LEXINGTON|NE|68850|C|2014-04-14|2014-04-14|I||||1900-01-01||||||||||2014-05-13|P||
14CAC01951|DEBORAH EAGAN FOR NRD (NOT REGISTERED)|NOT REGISTERED|LINCOLN|NE|68509|C|1900-01-01|1900-01-01|I||||1900-01-01||||||||||2014-05-13|P||
06CAC00820|DECAMP FOR LEGISLATURE (DISSOLVED)|220 WASHINGTON PO BOX 7|CLATONIA|NE|68328|C|2006-03-31|2006-03-30|I||||2006-03-30|||||||||2006-06-16|2006-05-09|P||
15CAC02062|DEE HUFF FOR RALSTON SCHOOL BOARD (NR)|NOT A REGISTERED COMMITTEE|OMAHA |NE|68127|C|9999-12-31||||||9999-12-31|||||||||||||
99PAC00126|DEFENDERS OF LIFE SAVING MEDICAL RESEARCH(DISSOLVE|1231 SO 119TH STREET|OMAHA|NE|68144|I|2000-11-15|1900-01-01|I||0|I|2000-11-13||99IRC00205||||||R|2002-01-07|2000-11-07|G|0|0
99BQC00041|DEFENSE OF MARRIAGE AMENDMENT COMMITTEE (DISSOLVED|290 CLAY STREET, P.O. BOX 208|TECUMSEH|NE|68450|B|2000-05-22|2000-05-19|I|DEFINE & RECOGNIZE MARRIAGE AS UNION 1MAN & 1WOMAN|0|I|2000-05-11||99IRC00134||||||R|2001-01-26|2000-11-07|G|0|0
14IRC00517|DEMOCRATS FOR STEVE GLENN (DISSOLVED)|5555 S. 27TH STREET, SUITE A|LINCOLN|NE|68512|I|2014-10-14|2014-10-10|I||||1900-01-01|||||||||2015-03-30|2014-11-04|G||
05CAC00759|DENDINGER FOR LEGISLATURE COMMITTEE|1025 SOUTH 117TH CIRCLE|OMAHA|NE|68154|C|2005-11-30|2005-11-29|I||||2005-11-23|||||||||2006-06-09|2006-05-09|P||
14CAC01900|DENISE MCGOVERN-GALLAGHER FOR HALL COUNTY CLERK(NO|2615 RIVERSIDE DRIVE|GRAND ISLAND|NE|68801|C|2014-04-10|2014-04-09|I||||2014-04-04|||||||||2014-08-26|2014-05-13|P||
08CAC01295|DENISE SEAMAN FOR BELLEVUE SCHOOL BOARD (NR)|NOT A REGISTERED COMMITTEE |OMAHA|NE|68131|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||2008-01-01|P||
13CAC01786|DENNIS BERRY FOR LEGISLATURE (DISSOLVED)|1505 EAST 5TH |MCCOOK|NE|69001|C|2013-05-01|2013-04-29|I||||2013-04-29|||||||||2015-01-15|2014-05-13|P||
99CAC00040|DENNIS BYARS FOR LEGISLATURE|823 N. 8TH|BEATRICE |NE|68310|C|1997-12-22|1997-12-22|I||0|I|1997-12-22|||||||||2007-01-31|2002-11-05|G|1|1
10CAC01437|DENNIS MCCORMICK FOR SUPERVISOR (NOT REGISTERED)|2336 JACKSON SST.|BLAIR|NE|68008|C|9999-12-31|9999-12-31|||||9999-12-31||||||||||2010-05-11|||
10CAC01514|DENNIS SCHUSTER FOR MAYOR OF BEATRICE|1121 SOUTH 9TH |BEATRICE |NE|68310|C|2010-11-02||I||||2010-10-27|||||||||2011-01-11|2010-11-02|G||
07CAC01042|DENNIS UTTER FOR LEGISLATURE |6531 MONTICELLO DRIVE|LINCOLN|NE|68510|C|2007-11-16|2007-11-16|I||||2007-11-13|||||||||2012-08-15|2008-11-07|G||1
08CAC01168|DENNIS WOMACK FOR LEGISLATURE (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68508|C|1900-01-01|1900-01-01|I||||2008-08-15||||||||||2008-01-01|G||
08CAC01127|DENNY RASMUSEN NPPD 1(NOT REGISTERED)||LINCOLN|NE|68509|C|9999-12-31|9999-12-31|||||9999-12-31||||||||||2008-05-13|||
10CAC01527|DENNY WILKINS FOR ESU #3-1 (NR)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68509|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||9999-12-31|G||
10CAC01391|DENNY WILSON FOR SARPY COUNTY SURVEYOR|1242 CORK DRIVE|PAPILLION|NE|68046|C|2010-01-04|2010-01-02|I||||2009-12-30||||||||||2010-05-11|P||
08CAC01167|DEVIN SANTO FOR LEGISLATURE (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68508|C|1900-01-01|1900-01-01|I||||2008-08-15||||||||||2008-01-01|G||
99CAC00194|DEWITT FOR SHERIFF|612 Lincoln Street,|BEATRICE |NE|68310|C|1986-06-11|1986-06-11|I||0|I|1986-06-11|       |          |||||||1999-10-20|2000-05-04|P|0|0
14CAC01908|DIAN LAUBY FOR REGISTER OF DEEDS (NR)|75394 ROAD 427|LEXINGTON|NE|68850|C|2014-04-14|1900-01-01|I||||1900-01-01||||||||||2014-05-13|P||
06CAC00920|DICK GALUSHA FOR EDUCATION #8 (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|OMAHA |NE|68114|C|2006-05-16||||||9999-12-31|||||||||||||
14CAC01993|DICK HOVE FOR NRD (NOT REGISTERED(||LINCOLN|NE|68509|C|1900-01-01|1900-01-01|I||||1900-01-01||||||||||2014-11-04|||
06CAC00844|DICK PIERCE FOR LEGISLATURE|PO BOX 61 606 E 6TH ST|OVERTON|NE|68863|C|2006-04-10||I||||9999-12-31|||||||||2007-09-05|2006-11-07|P||1
06CAC00884|DICK ROSS FOR CITY COUNCIL(NOT REGISTERED)|NOT A REGISTERED COMMITTEE|GERING|NE|69341|C|2006-05-03||||||9999-12-31|||||||||||||
99CAC00195|DIERKS FOR LEGISLATURE (2002)|RR 1 BOX 131|EWING|NE|68735|C|1986-02-06|1986-02-06|I||0|I|1986-02-06|       |          |||||||2004-01-08|2002-11-05|G|0|1
06CAC00875|DIERKS FOR LEGISLATURE (2010)|300 W HWY 275; PO BOX 292|Ewing|NE|67635|C|2006-05-01|2006-04-26|I||||2006-02-01|||||||||2014-01-31|2010-11-02|G||1
14BQC00395|DISTRICT 145 PRO-BOND COMMITTEE (NOT REGISTERED)|PO BOX 447|WAVERLY|NE|68462|B|1900-01-01|1900-01-01|I||||1900-01-01||||||||||2014-11-04|G||
99PPC00020|DIXON COUNTY DEMOCRATIC COMMITTEE|P.O. Box 96,|NEWCASTLE|NE|68757|T|1977-08-03|1977-08-03|I||0|I|1977-08-03|       |          |||||||1999-06-17|1978-05-09|P|0|0
99PPC00021|DODGE COUNTY DEMOCRATIC PARTY|920 West 6th Street,|FREMONT |NE|68025|T|1977-08-03|1977-08-03|I||0|I|1977-08-03|       |          |||||||2000-01-19|1998-11-03|P|0|0
99PPC00022|DODGE COUNTY REPUBLICAN CENTRAL COMMITTEE(DISSOLVE|2003 NORTH D ST|FREMONT |NE|68025|T|1978-04-10|1978-04-10|I||0|I|1978-04-10|       |          |||||||2004-01-30|2000-05-04|P|0|0
12CAC01746|DODGE FOR OPPD|222 NORTH 93 STREET|OMAHA |NE|68114|C|2012-11-09|2012-11-09|I||||2012-10-23|||||||||2013-01-03||||
13CAC01776|DODSON FOR CITY COUNCIL|2941 S 26TH ST|LINCOLN|NE|68502|C|2013-02-11|2013-03-11|I||||2013-02-28|||||||||2013-04-18|2013-04-09|||
99CAC00030|DON BLANK FOR REGENT|811 Norris,|MCCOOK|NE|69001|C|1980-04-16|1980-04-16|I||0|I|1980-04-16|||||||||2006-12-15|2004-11-02|G||1
10CAC01443|DON CLARK FOR REGISTER OF DEEDS (NR)|NOT A REGISTERED COMMITTEE|OMAHA|NE|68154|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||9999-12-31|P||
08CAC01158|DON COSTELLO BOARD OF REGENTS (NOT REGISTERED)|NOT REGISTERED|LINCOLN|NE|68508|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||2008-05-13|||
06CAC00901|DON ERET FOR SECRETARY OF STATE (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|DUBOIS|NE|68345|C|2006-05-16||||||9999-12-31|||||||||||||
12CAC01636|DON KELLY FOR COUNTY BOARD|4803 LAKESIDE CIRCLE|PAPILLION|NE|68133|C|2012-03-20||I||||2012-03-16||||||||||2012-11-16|G||1
15CAC02047|DON KROUPA FOR MUD (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|OMAHA|NE|68154|C|9999-12-31||||||9999-12-31|||||||||||||
10CAC01553|DON KURRE FOR NORTH PLATTE CITY COUNCIL (NR)|NOT A REGISTERED COMMITTEE|ALLIANCE|NE|69301|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||9999-12-31|G||
99CAC00065|DON MEHRING FOR MAYOR COMMITTEE|1610 Parkview Drive,|GRAND ISLAND|NE|68801|C|1998-02-18|1998-02-18|I||0|I|1998-02-18|       |          |||||||1999-02-03|1998-05-04|P|0|0
06CAC00980|DON NELSEN FOR MRNRD BOARD|NOT A REGISTERED COMMITTEE|MILLER|NE|68858|C|2006-10-19||I||||9999-12-31|||||||||||||
99CAC00113|DON STENBERG FOR ATTORNEY GENERAL COMMITTEE(DISSOL|6107 SOUTH 25TH STREET,|LINCOLN|NE|68512|C|1985-09-05|1985-09-05|I||0|I|1985-09-05|       |          |||||||2003-02-06|2008-05-04|P|0|0
99CAC00100|DON THOMAS - LANCASTER COUNTY ENGINEER|Rt. 1, Box 93,|RAYMOND|NE|68428|C|1982-02-19|1982-02-19|I||0|I|1982-02-19|       |          |||||||1999-11-03|1998-05-04|P|0|0
10CAC01454|DON TODD FOR LEGISLATURE (NOT REGISTERED)|1111 PARC DRIVE|PAPILLION|NE|68046|C|1900-01-01|1900-01-01|||||1900-01-01||||||||||2010-05-11|||
99CAC00640|DONALDSON FOR CITY COUNCIL (DISSOLVED)|1101 CORNHUSKER HWY|LINCOLN|NE|68521|C|2003-02-20|2003-02-19|I||0|I|2003-02-19|||||||||2008-01-31|2003-04-08|P||
99CAC00661|DONLAN FOR COUNTY COMMISSIONER|9270 PIONEER COURT|LINCOLN|NE|68520|C|2004-03-10|2004-03-09|I||0|I|2004-03-10||99IRC00372||||||R|2005-01-12|2004-11-02|G|0|1
08CAC01170|DONNA MARIE ADAMS (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68508|C|1900-01-01|1900-01-01|I||||2008-08-15||||||||||2008-01-01|G||
99PAC00021|DONNA'S LIST|128 North 13th Street, #205,|LINCOLN|NE|68508|I|1992-10-13|1992-10-13|I||0|I|1992-10-13|       |          |||||||2004-10-04|2002-05-04|P|0|0
99CAC00600|DONNIE THORSON FOR SHERIFF COMMITTEE|806 EAST KNOLLS ST|NORFOLK|NE|68701|C|2002-05-02|2002-04-30|I||0|I|2002-04-25||99IRC00284||||||R|2002-06-26|2002-05-14|P|0|0
10CAC01478|DORCEY FOR SHERIFF 2010|1260 NO 7TH STREET|SEWARD|NE|68434|C|2010-07-26|2010-07-23|I||||2010-08-23|||||||||2011-01-10|2010-11-02|G||
07BQC00166|DORCHESTER SCHOOL IMPROVEMENT PROJECT (NR)|NOT A REGISTERED COMMITTEE|DORCHESTER|NE|68343|B|2007-09-06|2007-09-04|I||||2007-09-10||||||||||2007-09-12|P||
10CAC01526|DOROTHY LANPHIER FOR NRD (NR)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68509|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||9999-12-31|G||
08CAC01271|DORREL NUTTER FOR LEARNING COMMUNITY (NR)|NOT A REGISTERED COMMITTEE|OMAHA|NE|68104|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||2008-01-01|P||
99CAC00448|DOUG CUNNINGHAM FOR LEGISLATURE (DISSOLVED)|P.O. BOX 173|FREMONT|NE|687860173|C|2000-04-11|2000-04-10|I||0|I|2000-04-04|||||||||2007-01-09|2002-11-05|G|1|1
14CAC01999|DOUG HANSEN FOR HICKMAN MAYOR (NR)||LINCOLN|NE|68509|C|1900-01-01|1900-01-01|I||||1900-01-01||||||||||2014-11-04|||
14CAC01890|DOUG KRENZER FOR WESTSIDE BOARD OF EDUCATION (DISS|911 N. 89TH CIRCLE|OMAHA |NE|68114|C|2014-04-14|2014-04-14|I||||2014-04-12|||||||||2014-08-21|2014-05-13|P||
10CAC01528|DOUG MCELWAIN FOR ESU #3 (NR)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68509|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||9999-12-31|G||
14CAC01866|DOUG PETERSON FOR ATTORNEY GENERAL|11205 WRIGHT CIRCLE, STE 220|OMAHA|NE|68144|C|2014-02-06||I||||2014-02-06||||||||||2014-11-04|G||1
09CAC01357|DOUG SAMUELSON FOR NRD (NOT REGISTERED)|NOT REGISTERED|LINCOLN|NE|68508|C|1900-01-01|1900-01-01|I||||1900-01-01||||||||||2008-11-04|||
99PPC00023|DOUGLAS COUNTY DEMOCRATIC PARTY|7602 PACIFIC, SUITE LL103|OMAHA |NE|68114|T|1978-10-06|1978-10-06|I||0|I|1978-10-06||||||||||2012-11-08|G|1|1
99PPC00024|DOUGLAS COUNTY REPUBLICAN PARTY|P.O BOX 45913|OMAHA|NE|68145|T|1977-08-12|1977-08-12|I||0|I|1977-08-12||||||||||2012-11-08|G||
14BQC00401|DOUGLAS COUNTY WEST FALCONS FOR THE FUTURE|3814 NORTH 267TH CIRCEL|VALLEY|NE|68064|B|2014-10-24|2014-10-23|I|DOUGLAS COUNTY WEST COMMUNITY SCHOOLS BOND ISSUE|||2014-10-22||||||||||2014-11-04|G|1|
10CAC01541|DOUGLAS LAAKER FOR BENNINGTON BOARD OF ED (NR)|NOT A REGISTERED COMMITTEE|BENNINGTON|NE|68007|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||9999-12-31|G||
14CAC01877|DOWD FOR MUD (2014)|3809 HAWKWOODS CIRCLE|OMAHA|NE|68112|C|2014-03-07|2014-03-06|I||||2014-03-05||||||||||2014-05-13|P||
99CAC00199|DOYLE FOR MUD COMMITTEE|7805 ARROWROCK DR|BELLEVUE|NE|68157|C|1990-10-10|1990-10-10|I||0|I|1990-10-10|       |          |||||||1900-01-01|2004-11-02|G|1|1
99CAC00563|DREILING FOR STATE TREASURER|2609 LEIGH LN|PAPILLION|NE|68133|C|2001-07-17|2001-07-16|I||0|I|2001-07-07||99IRC00241||||||R|2002-08-31|2002-05-14|P|0|0
07BQC00171|DRIVE FOR VOTER REGISTRATION ( NOT REGISTERED)|NOT  A REGISTERED COMMITTEE|OMAHA|NE|68144|B|2007-09-07|2007-09-06|I||||2007-09-13||||||||||2007-09-12|P||
99PAC00096|DRIVE-DEMOCRAT, REPUB., INDEPENDENT VOTER ED.|25 LOUISIANA AVENUE, NW|WASHINGTON|DC|20001|S|1999-04-02|1999-03-30|I||0|I|1999-04-02|DRIVE  |99IRC00001|INT. BROTHERHOOD OF TEAMSTERS|25 LOUISIANA AVENUE, NW|WASHINGTON|DC|20001|R|2004-04-26|1998-05-04|P|0|0
06CAC00912|DUANE DEAN FOR LEGISLATURE #40 (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|PLAINVIEW|NE|68769|C|2006-05-16||||||9999-12-31|||||||||||||
13CAC01821|DUBAS FOR GOVERNOR (NOW FOR LEGISLATURE -2014)|54906 N. 180TH AVE|Fullerton|NE|68638|C|2013-08-09|2013-08-09|I||||1900-01-01||||||||||2014-05-14|P||
