Committee Name|Committee ID|Date Received|Transaction Date|Amount|Type of Transaction|Description
TOM OSBORNE FOR GOVERNOR |05CAC00727|2007-01-29|2006-12-12|20|A|Purchase of furn-Lory Cappel, McCook NE
TOM OSBORNE FOR GOVERNOR |05CAC00727|2007-01-29|2006-12-08|200|A|Sale GI office furn-Barb Cooksley 
TOM OSBORNE FOR GOVERNOR |05CAC00727|2007-01-29|2006-11-15|908.84|A|Sale of computer-Scott McFall, Lincoln
TOM OSBORNE FOR GOVERNOR |05CAC00727|2007-01-29|2006-10-02|200|A|Sale of computer-Matt Hastings, Lincoln
TOM OSBORNE FOR GOVERNOR |05CAC00727|2007-01-29|2006-10-02|300|A|Sale of computers-Matt Hastings, Lincoln
TOM OSBORNE FOR GOVERNOR |05CAC00727|2007-01-29|2006-09-12|100|A|Sale of books-Pat Loontjer, Omaha, NE
TOM OSBORNE FOR GOVERNOR |05CAC00727|2007-01-29|2006-09-07|1880.29|A|Refund-media buys David & Asso, Hastings
TOM OSBORNE FOR GOVERNOR |05CAC00727|2007-01-29|2006-08-28|146.02|A|Refund-cell phones-Sprint, Kansas City, 
TOM OSBORNE FOR GOVERNOR |05CAC00727|2007-01-29|2006-08-16|348.35|A|Refund-Alltel phone close account
TOM OSBORNE FOR GOVERNOR |05CAC00727|2007-01-29|2006-08-16|76.55|A|Refund-Time Warner Cable
TOM OSBORNE FOR GOVERNOR |05CAC00727|2007-01-29|2006-08-01|193.7|A|Refund-phone service-QWest, Seattle WA
TOM OSBORNE FOR GOVERNOR |05CAC00727|2007-01-29|2006-08-01|328.27|A|Refund-media buys David & Asso, Hastings
TOM OSBORNE FOR GOVERNOR |05CAC00727|2007-01-29|2006-07-17|415|A|Sale of computers-Scott McFall, Lincoln 
TOM OSBORNE FOR GOVERNOR |05CAC00727|2007-01-29|2006-07-11|120|A|Sale of books-Pat Loontjer, Omaha, NE
TOM OSBORNE FOR GOVERNOR |05CAC00727|2007-01-29|2006-07-11|24814.16|A|Refund-media buys David & Asso, Hastings
TOM OSBORNE FOR GOVERNOR |05CAC00727|2007-01-29|2006-06-25|181.4|A|Refund-close BMR account-US Postmaster
TOM OSBORNE FOR GOVERNOR |05CAC00727|2007-01-29|2006-06-25|505.75|A|Refund-media buys David & Asso, Hastings
TOM OSBORNE FOR GOVERNOR |05CAC00727|2007-01-29|2006-06-25|4917.25|A|Refund-media buys David & Asso, Hastings
TOM OSBORNE FOR GOVERNOR |05CAC00727|2007-01-29|2006-06-25|5978.07|A|Refund-media buys David & Asso, Hastings
TOM OSBORNE FOR GOVERNOR |05CAC00727|2007-01-29|2006-06-25|995.38|A|Refund-media buys David & Asso, Hastings
TOM OSBORNE FOR GOVERNOR |05CAC00727|2007-01-29|2006-06-25|2314.43|A|Refund media buys David & Asso, Hastings
CITIZENS FOR BEUTLER |05CAC00724|2015-02-02|2014-10-05|100|A|Refund - Ashford for Congress
CITIZENS FOR BEUTLER |05CAC00724|2011-01-31|2010-10-01|1000|A|DONATION RETURNED
CITIZENS FOR BEUTLER |05CAC00724|2011-01-31|2010-09-01|1000|A|DONATION
CITIZENS FOR BEUTLER |05CAC00724|2008-01-30|2007-08-03|18.43|A|Refund from Time Warner Cable
GREG ADAMS FOR LEGISLATURE (DISSOLVED)|05CAC00729|2006-10-10|2006-10-03|-46.6|A|ADJ. FOR ERROR IN CASH EXPENDITURES
GREG ADAMS FOR LEGISLATURE (DISSOLVED)|05CAC00729|2006-10-30|2006-10-23|-250|A|RETURNED CONTRIBUTION
LEADERSHIP NEBRASKA|05CAC00731|2015-01-29|2014-12-17|2500|O|PAYMENT TO NON-PROFIT ORGANIZATION OF KNIGHTS OF AKSARBEN FOUNDATION.  PURPOSE WAS FOR SCHOLARSHIPS
LEADERSHIP NEBRASKA|05CAC00731|2014-01-24|2013-04-04|2500|O|One Room One Teacher - Contribution
TOM CARLSON FOR LEGISLATURE (DISSOLVED)|05CAC00733|2013-02-19|2012-12-31|4939.25|O|Repay back from NPTL - Unused Funds
CITIZENS FOR PUBLIC SAFETY (2005) (DISSOLVED)|05BQC00115|2005-12-28|2005-12-16|32.45|A|WELLS FARGO BANK FEES
SHANE OSBORN FOR STATE TREASURER|05CAC00738|2008-01-31|2007-10-09|4601|O|reverse deposit to correct error
SHANE OSBORN FOR STATE TREASURER|05CAC00738|2008-01-31|2007-09-14|4601|O|bank error deposit wrong account
SHANE OSBORN FOR STATE TREASURER|05CAC00738|2008-01-31|2007-04-02|4601|O|reverse deposit to correct error
SHANE OSBORN FOR STATE TREASURER|05CAC00738|2008-01-31|2007-08-31|257.1|O|candidate reimburse account
SHANE OSBORN FOR STATE TREASURER|05CAC00738|2008-01-31|2007-08-17|257.1|O|debit campaign account
SHANE OSBORN FOR STATE TREASURER|05CAC00738|2006-06-19|2006-05-16|166.74|A|CANDIDATE REIMBURSEMENT
SHANE OSBORN FOR STATE TREASURER|05CAC00738|2008-01-31|2007-03-08|4601|O|bank error wrong account
SHANE OSBORN FOR STATE TREASURER|05CAC00738|2006-10-10|2006-06-14|166.74|A|CANDIDATE OVERREIMBURSED
SHANE OSBORN FOR STATE TREASURER|05CAC00738|2006-04-10|2006-01-05|550|A|RETURNED DOUBLE PAYMENT JEFF NICOLA
CONRAD FOR LEGISLATURE(DISSOLVED)|05CAC00744|2015-02-02|2015-01-30|83.94|A|
CONRAD FOR LEGISLATURE(DISSOLVED)|05CAC00744|2012-02-02|2011-01-10|583.33|A|usps reimbursement
CONRAD FOR LEGISLATURE(DISSOLVED)|05CAC00744|2008-01-31|2007-09-12|500|A|returned contribution to ameritas
CONRAD FOR LEGISLATURE(DISSOLVED)|05CAC00744|2008-01-31|2007-09-11|500|A|returned lincoln firefighters pac
CONRAD FOR LEGISLATURE(DISSOLVED)|05CAC00744|2008-01-31|2007-02-07|802|A|returned ne state afl-cio 
CONRAD FOR LEGISLATURE(DISSOLVED)|05CAC00744|2010-02-01|2009-09-15|125|A|rebate on telephone purchased
CONRAD FOR LEGISLATURE(DISSOLVED)|05CAC00744|2010-02-01|2009-12-31|250|A|rec from medco health on 12-31-08
KASCHKE FOR LEGISLATURE (NOW KASCHKE FOR MAYOR)|05CAC00745|2008-02-05|2007-03-07|2572.19|O|returned to contributors
COMMITTEE TO ELECT KERRY WINTERER|05CAC00746|2007-12-26|2007-12-20|3560.63|A|Transfer- Winterer-State Board of Educ. 
RONALD A. RUFF FOR LEGISLATURE (DISSOLVED)|05CAC00748|2007-07-20|2006-09-27|16.22|O|refund from NE Publishing, advertising
RONALD A. RUFF FOR LEGISLATURE (DISSOLVED)|05CAC00748|2007-07-20|2006-06-30|100|O|The check was returned, City of No Platt
RONALD A. RUFF FOR LEGISLATURE (DISSOLVED)|05CAC00748|2006-06-21|2006-05-26|1500|O|GOLDENROD PRINTING OF LINCOLN NE
SORRENTINO FOR LEGISLATURE|05CAC00758|2006-01-19|2005-10-05|13.95|A|BANK CHARGE
SORRENTINO FOR LEGISLATURE|05CAC00758|2006-10-27|2006-10-06|493|A|refund liturgical publications
KENT ROGERT FOR LEGISLATURE|05CAC00760|2011-01-11|2010-10-27|-1905.94|A|adj. line 18 1st & 2nd General reports
KENT ROGERT FOR LEGISLATURE|05CAC00760|2011-01-11|2010-10-26|-100|A|return contribution dealer pac
KENT ROGERT FOR LEGISLATURE|05CAC00760|2011-01-11|2010-10-26|-1000|A|return contribution Financial Advisors
KENT ROGERT FOR LEGISLATURE|05CAC00760|2010-10-25|2010-10-18|-100|A|return to contribution toNe Dealer PAC
KENT ROGERT FOR LEGISLATURE|05CAC00760|2010-10-25|2010-10-18|-1000|A|ne association of Independent financial 
DAVID HAHN FOR GOVERNOR|05CAC00761|2008-01-28|2007-12-31|23.51|O|math error
DAVID HAHN FOR GOVERNOR|05CAC00761|2008-01-28|2007-02-23|155.25|O|refund from time warner cable
DAVID HAHN FOR GOVERNOR|05CAC00761|2006-10-10|2006-08-24|500|O|PAYMENT ON PLEDGE
DAVID HAHN FOR GOVERNOR|05CAC00761|2006-04-10|2006-03-16|5000|O|FROM DAVID HAHN
DAVID HAHN FOR GOVERNOR|05CAC00761|2006-05-01|2006-04-24|45000|O|PAID UNPAID PLEDGE 2005
DAVID HAHN FOR GOVERNOR|05CAC00761|2006-04-10|2006-03-08|100|A|RETURN OF DEPOSIT
DAVID HAHN FOR GOVERNOR|05CAC00761|2006-04-10|2006-03-08|10000|O|FROM DAVID HAHN
DAVID HAHN FOR GOVERNOR|05CAC00761|2006-04-10|2006-03-02|25000|O|FROM DAVID HAHN
DAVID HAHN FOR GOVERNOR|05CAC00761|2006-04-10|2006-02-17|10000|O|FROM DAVID HAHN
DAVID HAHN FOR GOVERNOR|05CAC00761|2007-01-12|2006-12-12|745.85|O|ADVERTISING REFUND FROM YORK NEWSTIMES
DAVID HAHN FOR GOVERNOR|05CAC00761|2007-01-12|2006-11-28|400|O|SALE OF YARDSIGN WICKETS TO CITIZENS FOR
DAVID HAHN FOR GOVERNOR|05CAC00761|2007-01-12|2006-11-28|350|O|APARTMENT DEPOSIT RETURN FROM CAPITOL SQ
DAVID HAHN FOR GOVERNOR|05CAC00761|2007-01-12|2006-11-20|2167.81|O|SALE OF VIDEO PRODUCTION EQUIPMENT TO R.
HANSEN FOR LEGISLATURE 42 (2010)|05CAC00763|2006-06-19|2006-05-10|100|A|REFUNDED DEPOSIT TO CITY OF NORTH PLATTE
HANSEN FOR LEGISLATURE 42 (2010)|05CAC00763|2006-01-31|2005-10-18|10.05|A|BANK CHARGE FOR CHECK PRINTING
HANSEN FOR LEGISLATURE 42 (2010)|05CAC00763|2006-10-10|2006-09-01|130|A|REFUNDED UNUSED ADVERTISING FROM HOAK
COMMUNITY FOR KIDS COMMITTEE|05BQC00118|2007-01-31|2007-01-31|12.42|O|Refund from Alltel
COMMUNITY FOR KIDS COMMITTEE|05BQC00118|2007-01-31|2007-01-31|165.55|A|Disbursement to CFLA in dissolution
FRIENDS FOR LYNNE ANDERSON (DISSOLVED)|05CAC00764|2005-02-01|2005-10-07|25|A|GIFT FOR OPENING BANK ACCOUNT
STOTHERT FOR LEGISLATURE (2006) (DISSOLVED)|06CAC00766|2006-06-20|2006-05-08|2532.72|A|RETURNED CONTRIBUTION MEDICAL PAC
STOTHERT FOR LEGISLATURE (2006) (DISSOLVED)|06CAC00766|2006-10-11|2006-10-03|500|A|DONATION REFUNDED TO KUTAK ROCK
JOHN N. HARMS FOR LEGISLATURE|06CAC00767|2007-01-10|2006-12-29|40|O|REFUND KCMI RADIO
JOHN N. HARMS FOR LEGISLATURE|06CAC00767|2007-01-10|2006-12-20|28.8|O|REFUND CHARTER COMMUNICATIONS
RUSS KARPISEK FOR LEGISLATURE- DISTRICT #32|06CAC00771|2011-01-07|2010-12-31|3|A|other misc inc 3.00refund from radio ad
NEBRASKANS FOR SHOEMAKER (DISSOLVED)|06CAC00772|2007-05-07|2007-05-04|-1.75|A|Bank Charges
NEBRASKANS FOR SHOEMAKER (DISSOLVED)|06CAC00772|2007-05-07|2007-01-01|293.6|A|damagedeposit return, overpayment return
SCHLOTHAUER FOR LEGISLATURE|06CAC00787|2007-01-09|2006-12-27|140|A|REFUND - SAGAMORE HILL BROADCASTING
SCHLOTHAUER FOR LEGISLATURE|06CAC00787|2007-01-09|2006-12-26|35|A|REFUND - PHNHADLE AREA PAPERS
SCHLOTHAUER FOR LEGISLATURE|06CAC00787|2007-01-09|2006-12-11|9.3|A|REFUND - CHARTER COMMUNICATIONS
COMMITTEE FOR STATE STEWARDSHIP|06BQC00139|2006-10-31|2006-10-20|-137.5|O|BANK DEPOSIT CORRECTION
COMMITTEE FOR STATE STEWARDSHIP|06BQC00139|2006-10-31|2006-10-11|137.5|O|BANK DEPOSIT ERROR
COMMITTEE FOR STATE STEWARDSHIP|06BQC00139|2006-10-06|2006-09-27|224.69|O|NABITY FINANCIAL GROUP REFUND FOR FURNTI
COMMITTEE FOR STATE STEWARDSHIP|06BQC00139|2006-10-06|2006-09-18|200|O|NE STATE FAIR BOARD TABLE AT GROUNDS
SVOBODA FOR MAYOR|06CAC00937|2007-04-23|2007-04-11|20|B|sent to friendship home
SVOBODA FOR MAYOR|06CAC00937|2007-03-26|2007-03-09|500|A|refund contribution hartland homes
SVOBODA FOR MAYOR|06CAC00937|2009-02-02|2008-05-24|868.95|A|Computing Extras-Sale of Equipment
SVOBODA FOR MAYOR|06CAC00937|2009-02-02|2007-07-02|6.89|A|Time Warner Cables-Refund of overpymt.
SVOBODA FOR MAYOR|06CAC00937|2009-02-02|2007-08-20|539.95|A|Niche Marketing-Refund of Postage
SVOBODA FOR MAYOR|06CAC00937|2007-03-05|2007-02-09|600|O|refund of contribution
SHELTON FOR GAGE COUNTY ATTORNEY (DISSOLVED)|06CAC00941|2006-12-26|2006-12-01|14.86|A|REFUND OF OVERPAYMENT FOR CAMPAIGN AD   
SHELTON FOR GAGE COUNTY ATTORNEY (DISSOLVED)|06CAC00941|2006-12-26|2006-10-28|50|A|REFUND OF $50.00 DEPOSIT FOR ODELL COMM.
SCUDDER FOR REGENT|07CAC01038|2009-01-13|2008-12-31|91.11|A|paypal fees
SCUDDER FOR REGENT|07CAC01038|2008-06-23|2008-06-01|42.26|A|paypal fees
RECALL FAHEY COMMITTEE (DISSOLVED)|08BQC00189|2008-06-12|2008-04-03|.22|O|Paypal depository acct. verification dep
RECALL FAHEY COMMITTEE (DISSOLVED)|08BQC00189|2008-06-12|2008-04-03|20|B|Cash donation to Siena/Francis House
RECALL FAHEY COMMITTEE (DISSOLVED)|08BQC00189|2008-06-12|2008-04-24|46.8|A|Balance of Petty cash fund transferred
COMMITTEE TO ELECT BRENDA COUNCIL|08CAC01106|2013-01-24|2012-12-29|1000|A|Found Check Equipment Dealers PAC
COMMITTEE TO ELECT BRENDA COUNCIL|08CAC01106|2012-10-31|2012-10-22|21428|A|Candidate Repayment of nonrelated campai
COMMITTEE TO ELECT BRENDA COUNCIL|08CAC01106|2012-10-11|2012-10-01|-26941.58|A|withdrawals, deposits noncampaign relate
KINDIG FOR MAYOR|08CAC01182|2008-10-06|2008-09-01|1.4|A|beginng account balance
NEBRASKANS FOR TAX RELIEF & BETTER JOBS (DISSO|08BQC00206|2009-01-13|2009-01-08|1275|A|refund from time warner cable
NEBRASKANS FOR TAX RELIEF & BETTER JOBS (DISSO|08BQC00206|2008-10-23|2008-10-01|100|A|filing fee omitted
NEBRASKANS FOR TAX RELIEF & BETTER JOBS (DISSO|08BQC00206|2009-01-13|2008-10-21|-100|A|$100 NADC registration fee was omitted
COMMITTEE FOR BETTER SCHOOLS AND MORE JOBS IN NE(D|06BQC00123|2006-10-04|2006-10-03|150|O|PHYSICAL ASSETS TRANSFERRED TO PRESIDENT
MIKE GLOOR FOR LEGISLATURE|07CAC01052|2012-06-26|2012-05-19|154.33|A|check to verizon recorded in 2011
JOHN SPATZ FOR CITY COUNCIL |06CAC01009|2008-12-19|2007-06-11|31.5|O|Bank Charges
JOHN SPATZ FOR CITY COUNCIL |06CAC01009|2008-12-19|2007-06-10|200|A|Jeff Weber
JOHN SPATZ FOR CITY COUNCIL |06CAC01009|2007-04-23|2007-04-11|4.5|A|bank charge
JOHN SPATZ FOR CITY COUNCIL |06CAC01009|2010-01-28|2009-03-10|54|O|Bank fees
JOHN SPATZ FOR CITY COUNCIL |06CAC01009|2010-01-28|2009-03-09|250|A|adjustment from 2008
JOHN SPATZ FOR CITY COUNCIL |06CAC01009|2007-06-11|2007-05-17|3.61|O|Paypal charge
JOHN SPATZ FOR CITY COUNCIL |06CAC01009|2007-06-11|2007-05-10|7.5|A|Wells Fargo Bank Charge
JOHN SPATZ FOR CITY COUNCIL |06CAC01009|2011-01-25|2010-03-31|13.5|O|Bank Fees
JOHN SPATZ FOR CITY COUNCIL |06CAC01009|2009-01-30|2008-12-01|120.36|O|Ink for Printer/Stamps
JOHN SPATZ FOR CITY COUNCIL |06CAC01009|2009-01-30|2008-06-13|70|O|Post Office Box
JOHN SPATZ FOR CITY COUNCIL |06CAC01009|2009-01-30|2008-04-15|70.41|O|Order of Checks
JOHN SPATZ FOR CITY COUNCIL |06CAC01009|2009-01-30|2008-05-23|250|O|Linda Watson-Administrative
JOHN SPATZ FOR CITY COUNCIL |06CAC01009|2009-01-30|2008-04-25|54|O|Bank Charges
JOHN SPATZ FOR CITY COUNCIL |06CAC01009|2009-01-30|2008-04-24|250|A|Political Contribution
JOHN SPATZ FOR CITY COUNCIL |06CAC01009|2007-03-26|2007-03-12|4.5|A|wells fargo bank charge
JOHN SPATZ FOR CITY COUNCIL |06CAC01009|2007-04-23|2007-04-16|76.9|O|paypal charge
JOHN SPATZ FOR CITY COUNCIL |06CAC01009|2007-03-05|2007-02-11|4.5|A|bank charge
JOHN SPATZ FOR CITY COUNCIL |06CAC01009|2007-03-05|2007-01-11|2|A|bank charge
JOHN SPATZ FOR CITY COUNCIL |06CAC01009|2007-01-30|2006-11-01|60.5|O|David Dale Photography
JOHN SPATZ FOR CITY COUNCIL |06CAC01009|2007-01-30|2006-10-31|39.94|A|Wells Fargo Bank Charge for Checks & Ban
JOHN SPATZ FOR CITY COUNCIL |06CAC01009|2007-01-30|2006-12-30|100|O|Contribution from Alice M. Dittman
JOHN SPATZ FOR CITY COUNCIL |06CAC01009|2007-01-30|2006-12-30|120|O|To the Governor Heineman Inaugural Com
JOHN SPATZ FOR CITY COUNCIL |06CAC01009|2007-01-30|2006-12-02|116|O|US Postal Service
JOHN SPATZ FOR CITY COUNCIL |06CAC01009|2007-01-30|2006-11-30|51.56|O|Best Buy Purchase
MCCOY FOR LEGISLATURE COMMITTEE(NOW-MCCOY FOR GOV)|07CAC01057|2009-01-13|2008-12-31|-1000|A|pledged - event cancelled not received
COMMITTEE TO ELECT EUREK FOR NE LEGISLATURE|07CAC01058|2009-01-05|2008-12-31|1295.8|O|Partial return of cont. to Deborah Eurek
COMMITTEE TO ELECT EUREK FOR NE LEGISLATURE|07CAC01058|2009-01-05|2008-12-05|.82|O|Bank interest
COMMITTEE TO ELECT EUREK FOR NE LEGISLATURE|07CAC01058|2009-01-05|2008-11-03|2.39|O|Bank interest
COMMITTEE TO ELECT EUREK FOR NE LEGISLATURE|07CAC01058|2008-10-23|2008-10-02|2.43|O|Bank Interest
COMMITTEE TO ELECT EUREK FOR NE LEGISLATURE|07CAC01058|2008-10-07|2008-09-03|2.51|O|bank interest
COMMITTEE TO ELECT EUREK FOR NE LEGISLATURE|07CAC01058|2008-10-07|2008-07-01|.53|O|bank interest
COMMITTEE TO ELECT EUREK FOR NE LEGISLATURE|07CAC01058|2008-06-24|2008-06-06|1.56|A|bank interest
COMMITTEE TO ELECT EUREK FOR NE LEGISLATURE|07CAC01058|2008-06-24|2008-05-05|1.32|A|paypal credit
COMMITTEE TO ELECT EUREK FOR NE LEGISLATURE|07CAC01058|2008-05-01|2008-04-28|2.83|A|bank interest
COMMITTEE TO ELECT EUREK FOR NE LEGISLATURE|07CAC01058|2008-04-11|2008-04-02|5.97|A|bank interest
COMMITTEE TO ELECT EUREK FOR NE LEGISLATURE|07CAC01058|2008-04-11|2008-03-03|6.32|A|bank interest
COMMITTEE TO ELECT EUREK FOR NE LEGISLATURE|07CAC01058|2008-04-11|2008-02-07|4.81|A|bank interest
COMMITTEE TO ELECT EUREK FOR NE LEGISLATURE|07CAC01058|2008-04-11|2008-02-07|.2|A|paypal credit
TANYA COOK FOR LEGISLATURE|07CAC01061|2015-02-02|2014-02-03|100|A|refund from Omni Hotel, TX
TANYA COOK FOR LEGISLATURE|07CAC01061|2013-01-15|2012-12-10|100|O|return of deposit from miller park
TANYA COOK FOR LEGISLATURE|07CAC01061|2012-10-30|2012-10-12|595|A|refund from lamar advt.
TANYA COOK FOR LEGISLATURE|07CAC01061|2012-10-11|2012-08-20|171.06|O|refund from hotel -NCSL Conference
TANYA COOK FOR LEGISLATURE|07CAC01061|2013-01-15|2012-11-15|594.29|O|refund from unionist printing vote chase
TANYA COOK FOR LEGISLATURE|07CAC01061|2014-02-03|2013-12-14|250|A|contribution returned pete festersen
TANYA COOK FOR LEGISLATURE|07CAC01061|2015-02-02|2014-09-30|520.68|A|Reimburse from NCSL Minneapolis
TANYA COOK FOR LEGISLATURE|07CAC01061|2014-02-03|2013-12-17|63.09|A|refund from peabody hotel memphis tn
TANYA COOK FOR LEGISLATURE|07CAC01061|2014-02-03|2013-08-19|204.28|A|refund from marriott hotel atlanta ga
TANYA COOK FOR LEGISLATURE|07CAC01061|2012-10-30|2012-10-20|951|A|reimb. from state for travel expense
TANYA COOK FOR LEGISLATURE|07CAC01061|2015-02-02|2014-07-14|255|A|Reimburse from NCSL Denver Conf.
TANYA COOK FOR LEGISLATURE|07CAC01061|2014-02-03|2013-08-30|15.99|A|purchase return nobbies omaha,ne
TANYA COOK FOR LEGISLATURE|07CAC01061|2012-05-08|2012-04-20|500|A|reimburse from various indv. for Girls
TANYA COOK FOR LEGISLATURE|07CAC01061|2012-04-16|2012-01-01|1000|A|ne dental pac
TANYA COOK FOR LEGISLATURE|07CAC01061|2012-04-16|2012-01-01|200|A|verizon corporation
TANYA COOK FOR LEGISLATURE|07CAC01061|2012-01-31|2011-12-30|1300.78|O|State Reimb. Natl Black Caucus Conf. Exp
TANYA COOK FOR LEGISLATURE|07CAC01061|2012-01-31|2011-12-30|1000|O|Scholarship for NCSL for conf. expenses
TANYA COOK FOR LEGISLATURE|07CAC01061|2012-01-31|2011-12-12|6.69|O|refund from Hotel Monaco
TANYA COOK FOR LEGISLATURE|07CAC01061|2012-01-31|2011-01-03|1000|O|2010 Contr. not deposition un 2011
TANYA COOK FOR LEGISLATURE|07CAC01061|2010-01-29|2009-03-31|-300|A|return money to lyman-richey over limits
TANYA COOK FOR LEGISLATURE|07CAC01061|2012-04-16|2012-01-01|50|A|individual contribution
TANYA COOK FOR LEGISLATURE|07CAC01061|2012-04-16|2012-01-01|500|A|ne gpldc pac
TANYA COOK FOR LEGISLATURE|07CAC01061|2008-04-15|2008-01-12|-5.86|A|Adjusted for math errors
TANYA COOK FOR LEGISLATURE|07CAC01061|2009-01-14|2008-12-20|-600|O|Funds returned to NSEA -limit met
TANYA COOK FOR LEGISLATURE|07CAC01061|2011-01-31|2010-11-29|130|O|reimb. from Cavanaugh Law for football t
TANYA COOK FOR LEGISLATURE|07CAC01061|2011-01-31|2010-11-02|979.83|O|Reimb. from State for CSG Conference
TANYA COOK FOR LEGISLATURE|07CAC01061|2011-01-31|2010-11-02|1001|O|Reimb. from State for NCSL conference
TANYA COOK FOR LEGISLATURE|07CAC01061|2011-01-31|2010-08-21|673.3|O|Reimbursement from Women in Govt
TANYA COOK FOR LEGISLATURE|07CAC01061|2010-01-29|2009-10-01|283.8|O|Travel scholarship for attendance Confer
TANYA COOK FOR LEGISLATURE|07CAC01061|2010-01-29|2009-08-05|1734.34|O|Reimbursement attendance-NCSL annual mee
TANYA COOK FOR LEGISLATURE|07CAC01061|2009-01-14|2008-12-31|-5.86|A|math error
TANYA COOK FOR LEGISLATURE|07CAC01061|2008-10-28|2008-10-17|100|O|Refund of Cleaning-fundraiser event
TANYA COOK FOR LEGISLATURE|07CAC01061|2010-01-29|2009-08-24|859.41|O|Reimburesment from attendance-MLC meeing
TANYA COOK FOR LEGISLATURE|07CAC01061|2010-01-29|2009-01-28|100|O|Refund-rm rental
KATHY CAMPBELL FOR LEGISLATURE|07CAC01062|2012-06-25|2012-06-19|2.03|O|ENDING BALANCE IS OFF SLIGHTLY FROM CURRENT BANK BALANCE
KATHY CAMPBELL FOR LEGISLATURE|07CAC01062|2013-01-19|2012-12-04|-104|A|RETURNED CHECK
KATHY CAMPBELL FOR LEGISLATURE|07CAC01062|2012-01-31|2011-12-31|-217.25|A|AMOUNT IS ADJUSTMENT COVERED IN LETTER TO FOLLOW TO THE AUDITOR.
FRIENDS FOR HEATH MELLO|07CAC01063|2015-01-29|2014-01-14|10.84|A|REFUND FROM VENDOR
FRIENDS FOR HEATH MELLO|07CAC01063|2014-01-31|2013-01-02|164|A|partial refund from lincoln journal star
FRIENDS FOR HEATH MELLO|07CAC01063|2014-01-31|2013-11-25|29|A|refund for baggage fees during flight
FRIENDS FOR HEATH MELLO|07CAC01063|2015-01-29|2014-01-10|130.8|A|REFUND FROM VENDOR
FRIENDS FOR HEATH MELLO|07CAC01063|2015-01-29|2014-12-31|344.7|A|AIRFARE REIMBURSTMENT/ NEW DEAL LEADERS
FRIENDS FOR HEATH MELLO|07CAC01063|2014-01-31|2013-10-04|6.79|A|refund for wireless access fee 
FRIENDS FOR HEATH MELLO|07CAC01063|2015-01-29|2014-11-07|386.7|A|AIRFARE REIMBURSTMENT FOR NICD
COMMITTEE TO ELECT CHRISTOPHER MOLES|08CAC01073|2009-01-13|2008-12-04|-500|O|Campaign forgave an unpaid pledge
COMMITTEE TO ELECT CHRISTOPHER MOLES|08CAC01073|2008-04-15|2007-11-22|120|A|canditate fee ne stec of state
COMMITTEE TO ELECT CHRISTOPHER MOLES|08CAC01073|2009-01-13|2008-12-03|-500|O|Campaign forgave a unpaid pledge
KEN HAAR FOR LEGISLATURE|08CAC01089|2009-01-13|2008-12-31|-200|O|Calculation error correction
KEN HAAR FOR LEGISLATURE|08CAC01089|2009-01-13|2008-10-21|4|A|Return ck fee expenditure omitted 
KEN HAAR FOR LEGISLATURE|08CAC01089|2008-10-06|2008-09-30|1.05|A|adjustment-error from Post Primary
KEN HAAR FOR LEGISLATURE|08CAC01089|2008-10-06|2008-09-04|25|O|General Ledger-deposit error
LAUTENBAUGH FOR LEGISLATURE|08CAC01096|2008-05-05|2008-04-15|35.01|A|check printing
LAUTENBAUGH FOR LEGISLATURE|08CAC01096|2008-05-05|2008-04-14|37|A|bank charge
LAUTENBAUGH FOR LEGISLATURE|08CAC01096|2008-04-14|2008-03-14|10|A|bank charge (feb & March)
LAUTENBAUGH FOR LEGISLATURE|08CAC01096|2008-04-14|2008-01-25|25|A|bank charge
LAUTENBAUGH FOR LEGISLATURE|08CAC01096|2008-04-14|2008-01-15|7|A|bank service charge
LAUTENBAUGH FOR LEGISLATURE|08CAC01096|2008-10-06|2008-07-28|3|A|bank service charge
RASMUSSEN FOR LEGISLATURE|08CAC01113|2008-06-16|2008-06-12|.01|O|Expense check reported incorrect amount
RASMUSSEN FOR LEGISLATURE|08CAC01113|2008-06-16|2008-06-12|46.45|O|Deposit made to cover check expense
RASMUSSEN FOR LEGISLATURE|08CAC01113|2008-06-16|2008-06-12|100|O|Cont. not reported on previous report
NEBRASKANS FOR BETTER ORAL HEALTH (DISSOLVED)|08BQC00208|2009-07-23|2009-01-01|123.79|A|refund from media services
NEBRASKANS FOR BETTER ORAL HEALTH (DISSOLVED)|08BQC00208|2009-07-23|2009-10-01|25|A|bank service fee
NEBRASKANS FOR BETTER ORAL HEALTH (DISSOLVED)|08BQC00208|2009-07-23|2009-11-04|3015.69|A|Contrib returned to NE Dental Assn.
SWANSON FOR LEGISLATURE|06CAC00812|2008-02-12|2007-12-31|13.95|A|interest earned
SWANSON FOR LEGISLATURE|06CAC00812|2006-11-01|2006-10-17|6.66|A|INTEREST EARNED
SWANSON FOR LEGISLATURE|06CAC00812|2006-10-10|2006-09-18|12.24|A|INTEREST EARNED
SWANSON FOR LEGISLATURE|06CAC00812|2006-05-03|2006-04-15|1.5|A|INTEREST EARNED
SWANSON FOR LEGISLATURE|06CAC00812|2006-05-03|2006-04-06|20|B|DONATED TO MATT TALBOT KITCHEN
SWANSON FOR LEGISLATURE|06CAC00812|2007-01-17|2006-12-15|3.12|A|INTEREST EARNED
SWANSON FOR LEGISLATURE|06CAC00812|2007-01-17|2006-11-15|4.29|A|INTEREST EARNED
